"hgnc_symbol","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SYT13","ENSG00000019505",567.893198389476,-1.04454510503857,0.10369181585558,-10.0735539870706,7.23166703121396e-24,1.99730391737688e-22
"CYP3A43","ENSG00000021461",4.32471803366038,-1.31899169923611,0.260930015846635,-5.0549634734678,4.30473148304416e-07,2.33200832827952e-06
"SLAMF7","ENSG00000026751",75.0764136067029,2.03340939005831,0.145445885068398,13.980521959092,2.04979158414675e-44,2.02395143528144e-42
"CLXN","ENSG00000034239",7.57990647908592,1.38087204534368,0.206899007655619,6.67413566159834,2.48693488189836e-11,2.24274554485297e-10
"MYOC","ENSG00000034971",1032.46998406913,1.74979559896518,0.12855217945174,13.6115591849773,3.41871594011047e-42,3.00907434577147e-40
"DEPDC1B","ENSG00000035499",13.6702749982593,-1.3773153336691,0.195884281217306,-7.03127032506079,2.04661542048947e-12,2.06348800929015e-11
"SLC18A1","ENSG00000036565",1.32404958678597,2.85866220763648,0.579690012303651,4.93136356839466,8.16575905359471e-07,4.23727157679088e-06
"CDH1","ENSG00000039068",2.99105277249925,1.44952598538335,0.34472226497777,4.20490966975059,2.61186449408725e-05,0.000106363520202607
"RTN4R","ENSG00000040608",21.5817390482945,1.24512598745611,0.247158095309461,5.03777141467739,4.70983432593562e-07,2.53687645542398e-06
"CDH10","ENSG00000040731",2.01924857766905,1.32156266334688,0.525604976066101,2.51436482439366,0.0119247006472453,0.0281062646104771
"BARX2","ENSG00000043039",1.64865531626289,1.97591190438709,0.332812660427356,5.9370094330242,2.90267972525622e-09,2.0851793450908e-08
"TNFRSF17","ENSG00000048462",4.22613641333246,1.36230745118523,0.407525887721365,3.34287340321475,0.000829157174061209,0.0025512246911991
"COL9A2","ENSG00000049089",66.2064741373992,1.224840067187,0.110501829178113,11.0843420086082,1.49445118882513e-28,5.78767735405553e-27
"TNFRSF9","ENSG00000049249",5.09190532186986,1.16960515121164,0.307295817909402,3.80612127808544,0.00014116318190635,0.000503195204064823
"FOXP3","ENSG00000049768",5.24801637894964,2.40587526257254,0.303753582586435,7.92048357779595,2.36588624500684e-15,3.16921464526185e-14
"SLC4A8","ENSG00000050438",78.4564962137304,1.24554067399111,0.111035859852291,11.2174632199726,3.34734974535906e-29,1.35350203450684e-27
"ALX4","ENSG00000052850",7.56758415511424,1.17139138974927,0.220119782997764,5.32160887039021,1.02853526879767e-07,6.05414035792496e-07
"MCF2L2","ENSG00000053524",30.7256532910748,1.11051026661035,0.163988345129128,6.77188531743467,1.27114887918292e-11,1.18243646073981e-10
"NRIP2","ENSG00000053702",348.740555923127,1.03401815089434,0.0712534859343141,14.5118254543724,1.01970334032016e-47,1.20890339887276e-45
"CBLN4","ENSG00000054803",4.99981000196545,3.12468474039374,0.402487195351058,7.76343887826873,8.26569661758606e-15,1.05261547535974e-13
"ITIH1","ENSG00000055957",2.86352713050424,1.0022565847073,0.430579147817091,2.32769419928588,0.019928347385213,0.0440709693618171
"NPFFR2","ENSG00000056291",4.14549426237947,2.71660056712031,0.35063121373471,7.7477431007489,9.35401395059999e-15,1.18471713752966e-13
"PHF21B","ENSG00000056487",20.4863801532993,1.2508510157819,0.119227092282011,10.4913320608644,9.46839902253721e-26,3.01940574501861e-24
"IL17RB","ENSG00000056736",74.7072569283433,-1.93677704218707,0.110978958931528,-17.4517499608373,3.33846070337202e-68,1.17537422036396e-65
"RASGRF1","ENSG00000058335",3.48304302607279,1.67117994612832,0.282789076135138,5.90963402465274,3.4286861973939e-09,2.4449029748397e-08
"RIMBP2","ENSG00000060709",5.27478645625923,2.28051676825195,0.392601501434318,5.80873165263092,6.29478881213028e-09,4.34723328802855e-08
"COL11A1","ENSG00000060718",10.1314109515291,2.37270446149798,0.308534928387167,7.69022967318818,1.46871135126194e-14,1.82567525492992e-13
"TSPAN32","ENSG00000064201",596.860709210728,1.09174866176196,0.103308422348159,10.5678572661062,4.19980599894282e-26,1.36935676420161e-24
"SNCAIP","ENSG00000064692",166.771099649047,1.05932220001367,0.0717879671191155,14.7562640721664,2.80388214206336e-49,3.67403428803077e-47
"MCM10","ENSG00000065328",20.607058494299,-1.3610108895191,0.16831617169388,-8.08603757929092,6.16371756250982e-16,8.75810744562902e-15
"COL17A1","ENSG00000065618",8.47790735202805,-1.17034536156967,0.293789360174123,-3.98362064873975,6.78731884235027e-05,0.000257311288068435
"CTNNA2","ENSG00000066032",6.65956575063071,1.21311826279695,0.244209194875511,4.96753721093651,6.78085496952369e-07,3.56075965339814e-06
"NGEF","ENSG00000066248",22.6255287003295,1.80633897117648,0.195007913262422,9.26290087903093,1.98952038066166e-20,4.18495672105987e-19
"GAL","ENSG00000069482",11.5780500413903,-2.16088762920032,0.476212381642392,-4.5376552826025,5.68831428439321e-06,2.59680673716471e-05
"DRD4","ENSG00000069696",5.79325600100717,1.34992381284538,0.29637500296844,4.5547829584978,5.24396937654792e-06,2.40783233591856e-05
"SCT","ENSG00000070031",4.60552976630645,2.61079221828107,0.519227171054843,5.02822726510457,4.95034965419945e-07,2.65739160938121e-06
"FGF10","ENSG00000070193",33.7168418698101,-1.54219361299632,0.214965403226533,-7.1741479784593,7.27588787138783e-13,7.6825529160019e-12
"SLC12A3","ENSG00000070915",1.70875162861944,1.17430871931586,0.384603073431579,3.05330040355168,0.00226339234930088,0.00633506306391087
"MYO3B","ENSG00000071909",3.31367500815232,2.54876189556952,0.36638893386042,6.95643798166813,3.4898377948644e-12,3.44486820560744e-11
"SLC6A15","ENSG00000072041",1.39782856165574,-1.39112467177013,0.535544290738082,-2.59759033160991,0.00938804237670775,0.0227996249331207
"ASIC4","ENSG00000072182",3.17200199817337,1.28227270028138,0.294182616003825,4.35876435426324,1.30798858165058e-05,5.60348353164097e-05
"TP63","ENSG00000073282",64.2671259035625,1.17761541205036,0.0942592331257916,12.4933693283798,8.11430113448985e-36,5.00573391225918e-34
"ABCB11","ENSG00000073734",14.8388028799036,-1.34027684174207,0.271700605206058,-4.93291813143222,8.10101159393353e-07,4.2068051118378e-06
"TBX21","ENSG00000073861",21.1998060722537,1.83962771929473,0.148895121900902,12.355191330708,4.56668353614284e-35,2.67515554037409e-33
"GLI2","ENSG00000074047",101.039537245669,1.18530637945284,0.0873508489020318,13.5694889557653,6.07440716833133e-42,5.30635242737314e-40
"FSCN1","ENSG00000075618",563.711605818955,1.07141170886728,0.118264837940913,9.0594273625317,1.31137181110837e-19,2.60295355786915e-18
"TUBA3D","ENSG00000075886",3937.12919409209,-2.54990464539736,0.123203815164734,-20.6966370480323,3.71399323974588e-95,4.04535107410445e-92
"RGS11","ENSG00000076344",948.652108326632,1.09216422492083,0.0851322099714543,12.8290364515034,1.12757758073607e-37,7.52906447826738e-36
"MBNL3","ENSG00000076770",1114.51310403738,-1.08129318748553,0.12797249487465,-8.44941867035301,2.92756853806496e-17,4.68720263639201e-16
"CAPN6","ENSG00000077274",35.9155407985676,2.88172244726104,0.235561991342152,12.2333931329157,2.06144005896342e-34,1.15146623806362e-32
"DCX","ENSG00000077279",6.36923918336346,1.06629686325175,0.256840928637417,4.15158467503069,3.30181057702326e-05,0.000131856791546913
"FBLN1","ENSG00000077942",7034.40761259422,1.04806332724583,0.0888523474743363,11.7955614796621,4.11447206747067e-32,2.02842890964201e-30
"LAMP3","ENSG00000078081",15.5383666403212,3.13676352454786,0.293642161188347,10.6822654888986,1.23227111833818e-26,4.18216259295788e-25
"FAP","ENSG00000078098",605.855745510154,1.32152207259801,0.121583185742728,10.8692831539582,1.61464462263973e-27,5.83196252042568e-26
"P2RY10","ENSG00000078589",26.846784600737,1.29526993699973,0.149883563002377,8.64184111355283,5.53143185277492e-18,9.45552021718832e-17
"SCGN","ENSG00000079689",246.914413744891,-1.93594608350335,0.149470129763342,-12.9520599638775,2.28732718033395e-38,1.58498586223737e-36
"MOXD1","ENSG00000079931",628.775992661309,1.34899019636596,0.088775980484961,15.1954412555825,3.79102188010319e-52,5.87271411693319e-50
"CHRNA3","ENSG00000080644",49.1222489706366,2.31462697478708,0.17798457611885,13.0046491963521,1.15125992175116e-38,8.13938429465249e-37
"CDH7","ENSG00000081138",1.85105267710276,1.22338349519001,0.487936909956329,2.50725753724903,0.0121672024909774,0.0286081923113207
"ARG2","ENSG00000081181",231.8996220711,-1.04403055413384,0.129225103580595,-8.07916206066493,6.52133149068646e-16,9.24363599462694e-15
"CACNA1S","ENSG00000081248",4.51204281620275,2.16572691336698,0.328040330973708,6.60201416983864,4.05608732523727e-11,3.58001832669398e-10
"C1QTNF3","ENSG00000082196",207.781875294707,1.38377243721051,0.0886562567505779,15.6082885509544,6.3928964547382e-55,1.15453060067306e-52
"SERTAD4","ENSG00000082497",357.330055356573,1.0453050661786,0.101259216045262,10.3230610210469,5.54273418390256e-25,1.67993043460803e-23
"OPRK1","ENSG00000082556",7.99713064685337,-1.06593803555971,0.222091743127959,-4.79953923791561,1.59031077640609e-06,7.91861173023348e-06
"SEMA5B","ENSG00000082684",521.080284493253,1.00948554157694,0.069361953370893,14.5538799373052,5.51823603482415e-48,6.70167655030647e-46
"GRHL2","ENSG00000083307",1.93210990438721,-1.47477475286711,0.386585037924853,-3.81487799109748,0.000136250234751721,0.000487277029783627
"EPYC","ENSG00000083782",2.84285244343561,1.72658898885332,0.354990870990831,4.86375602852591,1.15178870886667e-06,5.85639612655691e-06
"COL16A1","ENSG00000084636",2533.06025586001,1.46449673340045,0.0948548781228657,15.4393402045542,8.90061070731844e-54,1.52823047390928e-51
"GCKR","ENSG00000084734",11.1915905566611,-1.70877778160166,0.273232905125518,-6.2539238486546,4.00266239807662e-10,3.16642755072539e-09
"FCN1","ENSG00000085265",408.416881017826,1.31376156997085,0.142702397817426,9.20630339829104,3.37549407955595e-20,6.98236475625654e-19
"NME8","ENSG00000086288",13.7875436282663,1.5183957147288,0.154446072638409,9.83123551664331,8.25991162380486e-23,2.10760775730394e-21
"PPEF1","ENSG00000086717",27.5265043539852,-2.76846812394877,0.198664495903143,-13.9353945019875,3.86061314032417e-44,3.74823596116989e-42
"MYBPC2","ENSG00000086967",2.44889541545477,-1.67255136266486,0.668035245665431,-2.50368730320334,0.0122906605947244,0.0288459346191583
"HSD17B14","ENSG00000087076",119.191230729561,1.05105465555434,0.116082842451126,9.05434975023859,1.3738388116065e-19,2.71920225886114e-18
"CETP","ENSG00000087237",47.8075882955892,1.07918882465099,0.170160935519599,6.34216555847915,2.265576520224e-10,1.84243279543648e-09
"REM1","ENSG00000088320",201.966607477324,1.02252816523858,0.091623788881927,11.1600729211961,6.3939107395209e-29,2.55280365207332e-27
"F11","ENSG00000088926",2.65991248996249,-1.71486883284955,0.395132809385856,-4.33998086748331,1.4249512202547e-05,6.06652922706457e-05
"SIRPG","ENSG00000089012",8.49224896341259,1.96294894638385,0.269164334586882,7.29275276903465,3.03685072159981e-13,3.33699343951328e-12
"ANKRD24","ENSG00000089847",36.1118934893036,1.42163521141732,0.13559305869006,10.4845721834987,1.0170490339371e-25,3.22852860454259e-24
"LTBP4","ENSG00000090006",5271.53017826449,1.16723587999005,0.10813357935846,10.7943886340865,3.6588951183712e-27,1.29336444708382e-25
"P3H2","ENSG00000090530",832.056838736776,1.50224902230941,0.107628558151659,13.9577176179634,2.82331255030041e-44,2.77201574480903e-42
"LAMB4","ENSG00000091128",23.5062953144332,1.0321545317605,0.165083963478345,6.25230040527769,4.04450468847076e-10,3.1988021537701e-09
"ABCC6","ENSG00000091262",45.4714260145452,1.31604573796011,0.140459405470364,9.36958072371864,7.28212227624428e-21,1.58438434418536e-19
"ESR1","ENSG00000091831",154.895167092936,1.4192327453922,0.0730649487708336,19.4242625125707,4.81248407143585e-84,3.42324759816116e-81
"RGS17","ENSG00000091844",37.2202352218099,1.2451444169085,0.134488772701404,9.2583521426953,2.07611445245931e-20,4.35659056234011e-19
"CCDC80","ENSG00000091986",16368.4974533557,1.00571234711427,0.0986672264917286,10.1929727111422,2.13144969054895e-24,6.19097324700698e-23
"CMA1","ENSG00000092009",56.542192541436,2.09086150151066,0.190607657694006,10.9694517356026,5.359639337912e-28,1.98734286300982e-26
"CDC45","ENSG00000093009",22.5336703007342,-1.22185061329583,0.1890333252298,-6.46367835835547,1.02187960034305e-10,8.62411948425107e-10
"NXPE1","ENSG00000095110",1.39065412268168,-2.96593311939162,0.686525261498718,-4.32020973695396,1.55880972979793e-05,6.58813060896168e-05
"TLL2","ENSG00000095587",970.82983668179,1.61539407460642,0.074840091873672,21.584608385211,2.50602582316249e-103,3.63948041943036e-100
"MYO3A","ENSG00000095777",3.35930460209646,1.11690099425857,0.322779993593033,3.4602547135148,0.000539664646863953,0.00172600580532603
"CRISP3","ENSG00000096006",4.85633683646938,1.80501253562792,0.377751314054038,4.77830908450448,1.76775498983095e-06,8.73973052064648e-06
"FKBP5","ENSG00000096060",17293.0663571847,-1.76500637756207,0.10587383448447,-16.670845881387,2.13550976998568e-62,5.55471589797393e-60
"P2RX6","ENSG00000099957",236.69441642751,1.20189810433813,0.118379847831857,10.152894486275,3.21678518354599e-24,9.13781968805994e-23
"SEC14L2","ENSG00000100003",90.0964139204703,-1.23095613437122,0.119310649020181,-10.3172360931756,5.889412955611e-25,1.78035983146419e-23
"PRODH","ENSG00000100033",533.765223495016,-1.37058526264923,0.114342617419589,-11.986652864695,4.17434189847963e-33,2.19121516372752e-31
"LGALS2","ENSG00000100079",29.4004608053143,3.80999851740232,0.27094066967533,14.0621137534202,6.49178375009099e-45,6.67466438375874e-43
"SEZ6L","ENSG00000100095",136.061688011171,3.54916310064722,0.142378773795847,24.9276138993602,3.73526948345874e-137,2.16988029743257e-133
"GGTLC2","ENSG00000100121",7.26006329874832,1.00748819021541,0.282540706495696,3.5658160649172,0.000362725716054844,0.00119973475356724
"CENPM","ENSG00000100162",14.5270294377076,-1.17598087742152,0.256959001444077,-4.57653116182992,4.72749316948227e-06,2.18334138627672e-05
"DMC1","ENSG00000100206",86.4437306028897,1.40644976045998,0.0762176927753297,18.4530613463442,4.92731116365498e-76,2.72605445411419e-73
"HMOX1","ENSG00000100292",920.66459893089,-1.03798455143218,0.151237985238862,-6.86325297042806,6.73098743483778e-12,6.45060673745589e-11
"APOBEC3H","ENSG00000100298",13.6344439359688,1.00393541108755,0.188635149029872,5.32210150786144,1.02575304226087e-07,6.04031462882287e-07
"PNPLA3","ENSG00000100344",6.76475628632644,-1.45116276939169,0.348103529079911,-4.16876776063524,3.06250838835176e-05,0.000123019165467328
"IL2RB","ENSG00000100385",55.7671843064242,1.70283899543191,0.119423736218859,14.2587985382675,3.95199863729959e-46,4.34532847012862e-44
"MLC1","ENSG00000100427",7.26482744950949,1.5280994963097,0.271253797009207,5.63346767181967,1.76621638950741e-08,1.14982204438328e-07
"CTSG","ENSG00000100448",84.8832510619812,1.79742357095961,0.162249404640517,11.0781520273805,1.60143740483921e-28,6.18825950617192e-27
"GZMH","ENSG00000100450",49.236702739159,2.7062747862862,0.178567830663193,15.1554441594279,6.97423391728677e-52,1.06151494841498e-49
"GZMB","ENSG00000100453",47.3568652719359,2.20960701669499,0.180969586007494,12.2098252277788,2.75480292373375e-34,1.53384434355814e-32
"TCL1A","ENSG00000100721",2.65695919902945,2.91446438490536,0.490559553866276,5.94110207809718,2.83112244529099e-09,2.03629328994258e-08
"DHRS2","ENSG00000100867",2.04797641796514,1.17426754966925,0.395523874354788,2.96889170491873,0.00298875907562646,0.00814171141703479
"CPNE6","ENSG00000100884",6.63708605690806,3.07182823315939,0.307207990773935,9.9991807681196,1.53662970732413e-23,4.13904392958133e-22
"MMP9","ENSG00000100985",110.501609159943,1.03879668265794,0.20532221600846,5.05934868058864,4.20690972239848e-07,2.28434083773484e-06
"VSX1","ENSG00000100987",19.9140160118215,1.23581269687094,0.137212572831473,9.00655582334129,2.1262922254783e-19,4.12993293439731e-18
"RIMS4","ENSG00000101098",13.8934051549545,1.62183089498394,0.163484730530329,9.92038149203826,3.39456227616874e-23,8.90274402828153e-22
"BMP7","ENSG00000101144",241.404901015002,-1.20818364943135,0.135170071644468,-8.93824819897394,3.9538822602646e-19,7.50204497449768e-18
"SLCO4A1","ENSG00000101187",1077.40002237692,-2.00294705672523,0.112912564508283,-17.7389209557656,2.09927614355635e-70,8.50817092833215e-68
"NTSR1","ENSG00000101188",2.25779424501836,-2.10713660333068,0.469996920060991,-4.48329874812209,7.349791838445e-06,3.28938102887777e-05
"BIRC7","ENSG00000101197",20.8753868662145,2.69249202443301,0.275883019498257,9.75954239347456,1.67911144282491e-22,4.18636833617041e-21
"COL20A1","ENSG00000101203",3.37963189881923,3.53273505996701,0.45240971486603,7.80870733735934,5.77774866360342e-15,7.47525722605409e-14
"CHRNA4","ENSG00000101204",4.09586246348734,-1.53521303169318,0.291574902182507,-5.26524409406211,1.40003213985466e-07,8.07915897924409e-07
"ANGPT4","ENSG00000101280",30.0836376993136,-1.57153957238304,0.183809667492583,-8.54982000577553,1.23280611509302e-17,2.04616462578891e-16
"FERMT1","ENSG00000101311",68.9078348251862,1.32194240157881,0.113584647244361,11.6383898145568,2.62932603247466e-31,1.22356687399071e-29
"PAK5","ENSG00000101349",0.497130380134226,2.20891424687699,0.935027031130164,2.36240683246032,0.0181567045982058,0.0406482072561156
"BPI","ENSG00000101425",11.7233031053098,1.55474086479672,0.264589398783316,5.87605123994392,4.20168318352899e-09,2.96757178038304e-08
"TNNC2","ENSG00000101470",32.0475911638444,1.07224815209533,0.178578526138847,6.0043510005321,1.92098729073508e-09,1.41168062446914e-08
"LIPG","ENSG00000101670",58.1660411840254,-2.15166493612302,0.239454623021133,-8.98568968506873,2.57116590597527e-19,4.95674710468849e-18
"MXRA5","ENSG00000101825",2171.24561050835,1.97925881929035,0.139538558075004,14.1843146911871,1.14579582259864e-45,1.2326146110085e-43
"VSIG1","ENSG00000101842",2.08564664331064,1.54967043691047,0.395751409764851,3.91576731926554,9.01171302411413e-05,0.000333336790253102
"ATP1B4","ENSG00000101892",129.515333209171,1.82565546200748,0.18014757932255,10.1342214470653,3.89463608978015e-24,1.09917037173512e-22
"CHRDL1","ENSG00000101938",885.009314679914,1.43410548496558,0.150990937142079,9.49795737485962,2.14047593011881e-21,4.87941717098045e-20
"PCSK1N","ENSG00000102109",2.6637559685974,2.2181568998608,0.615792367133604,3.60211821102281,0.000315634766113959,0.00105377871387951
"CD40LG","ENSG00000102245",13.5967259175051,1.70020454881813,0.216459051612376,7.8546244019528,4.00971917449177e-15,5.25606475467885e-14
"HTR2A","ENSG00000102468",22.800405756474,2.04332279347434,0.174973174017944,11.677920372324,1.65290033393212e-31,7.84902467836566e-30
"CCL22","ENSG00000102962",13.5191665340918,1.66665283133073,0.245840735606691,6.77940060347497,1.20675486542074e-11,1.12549993807718e-10
"CCL17","ENSG00000102970",8.72697423631327,3.00953807738586,0.371018540972675,8.11155709225732,4.99751698568983e-16,7.17085051649233e-15
"SMPD3","ENSG00000103056",17.9366352066007,1.44806004300589,0.204435356402149,7.08321725013836,1.40845605736098e-12,1.44557526146398e-11
"ESRP2","ENSG00000103067",9.13567965773292,-1.36147193390654,0.203157606186692,-6.70155530704283,2.0621277749525e-11,1.87664395811931e-10
"CRYM","ENSG00000103316",8931.77076266576,1.23062313218516,0.0692590100949567,17.7684193074364,1.24139708958793e-70,5.27669458019359e-68
"PRSS33","ENSG00000103355",0.650293866771614,2.83811500152132,0.994725459852178,2.85316413027478,0.00432862583887263,0.011362724327
"IL21R","ENSG00000103522",17.3922239384459,1.30234469651848,0.172452200780921,7.55191694058427,4.28897996344662e-14,5.10038883063569e-13
"SYT17","ENSG00000103528",80.5614727953273,1.30992790445086,0.0738089550264521,17.747547082619,1.80048141260316e-70,7.47092614717656e-68
"CEMIP","ENSG00000103888",61.7264886365981,1.51103855194811,0.177357257842376,8.51974466864517,1.59905458484737e-17,2.6252966347082e-16
"ENTREP2","ENSG00000104059",9.44148164236459,1.35662652716149,0.209757978684951,6.46758009238398,9.95847617355826e-11,8.41665099489266e-10
"RHOV","ENSG00000104140",3.74418606909389,1.22403168694633,0.301576630933128,4.05877498915939,4.93308183445928e-05,0.00019143015735925
"SFRP1","ENSG00000104332",4344.63867270937,1.09327520399802,0.0947762770764338,11.5353254814633,8.75553847576258e-31,3.9428203303967e-29
"TUBB4A","ENSG00000104833",50.5558880966269,-1.30306508456282,0.12848063354508,-10.1421128508493,3.59244111110143e-24,1.01635174454091e-22
"KCNA7","ENSG00000104848",55.032075727342,-1.12743424607653,0.158890673714388,-7.09566030353135,1.28735335677479e-12,1.32753553995223e-11
"AMH","ENSG00000104899",4.79773977838913,1.07658376858462,0.371565853726879,2.89742385578835,0.00376241057822844,0.0100128900285678
"RETN","ENSG00000104918",15.0608500019115,-1.40661792423807,0.325660778504413,-4.3192733576881,1.56543781897246e-05,6.61373759761033e-05
"FCER2","ENSG00000104921",41.5943525361306,1.52963492323024,0.156162783966738,9.7951309804777,1.18144196051873e-22,2.97752418900075e-21
"IL4I1","ENSG00000104951",13.6839909135726,1.30336782818323,0.231852976833861,5.62152725395967,1.89276630630585e-08,1.22739292290773e-07
"KIR3DX1","ENSG00000104970",0.77494549647693,1.93073499991551,0.669715218399732,2.88291940644406,0.00394008233867258,0.0104371158165704
"CLC","ENSG00000105205",20.1970794150335,4.19096672707091,0.307647293597136,13.6226347973631,2.9377457069977e-42,2.61212057697461e-40
"SHD","ENSG00000105251",3.76636352098886,1.47583242197295,0.407739130647391,3.61955061715485,0.000295115081328037,0.000990680550870532
"SIGLEC8","ENSG00000105366",7.1872749308475,1.49129165855676,0.218118284463338,6.83707769949669,8.08249095461882e-12,7.68663634988374e-11
"CD79A","ENSG00000105369",12.921024038176,1.35273557149334,0.2907863416017,4.65199143825754,3.28744731758963e-06,1.55621317743564e-05
"ICAM4","ENSG00000105371",15.8497010629491,1.23194422304237,0.174658298098731,7.05345372337233,1.7453057056007e-12,1.77769229598809e-11
"NKG7","ENSG00000105374",91.5609621086333,2.10668653047595,0.158647437775987,13.2790454104316,3.06273636991631e-40,2.37225947052073e-38
"CLEC11A","ENSG00000105472",218.08531443112,1.277782579155,0.13092025056387,9.76000713145313,1.6714346772047e-22,4.17021157293985e-21
"DBP","ENSG00000105516",237.271674493562,1.26404250944512,0.126514075248575,9.99131920271743,1.66352916256984e-23,4.47049413734556e-22
"KCNN1","ENSG00000105642",3.04511826895792,1.068844644264,0.292084360397139,3.65936965200984,0.000252836408869062,0.000859347930875785
"PDE4C","ENSG00000105650",89.7418984274992,1.31362006119831,0.279504653083532,4.69981464246222,2.6039773269407e-06,1.25050468077319e-05
